Year,Age,Gender,Educational Attainment,Personal Income,Population Count
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",11184
1/1/12 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",12515
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",14562
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",16823
1/1/12 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",19530
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",21430
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",21505
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",23888
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",26205
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",27496
1/1/12 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",27841
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",28392
1/1/12 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",28609
1/1/12 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",31925
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",34505
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",34919
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",35359
1/1/12 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",37162
1/1/12 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",38125
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",39590
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",40812
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",42768
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",43410
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",43737
1/1/12 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",43797
1/1/12 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",55907
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",57101
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",59412
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",61123
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",61326
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",62391
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",62706
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",63083
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",65999
1/1/12 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",66775
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",68744
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",71088
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",71204
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",74258
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",75288
1/1/12 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",75781
1/1/12 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",78939
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",81133
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",81556
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",84310
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",84364
1/1/12 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",85944
1/1/12 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",87788
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",91063
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",92147
1/1/12 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",93246
1/1/12 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",98037
1/1/12 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",99010
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",103317
1/1/12 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",106452
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",106794
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",107542
1/1/12 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",122757
1/1/12 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",128893
1/1/12 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",132765
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",136530
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",138731
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",143162
1/1/12 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",146503
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",147701
1/1/12 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",168064
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",168905
1/1/12 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",171363
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",181728
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",200267
1/1/12 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",202994
1/1/12 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",207930
1/1/12 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",220388
1/1/12 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",223998
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",226292
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",229693
1/1/12 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",234399
1/1/12 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",249688
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",254478
1/1/12 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",255299
1/1/12 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",279793
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",283574
1/1/12 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",285220
1/1/12 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",285836
1/1/12 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",289183
1/1/12 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",291838
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",295051
1/1/12 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",296619
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",310527
1/1/12 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",317656
1/1/12 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",335644
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",337101
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",340166
1/1/12 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",357363
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",364362
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",366349
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",375121
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",385337
1/1/12 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",387094
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",402570
1/1/12 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",403456
1/1/12 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",430104
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",438565
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",449158
1/1/12 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",453889
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",456854
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",457806
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",471354
1/1/12 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",477728
1/1/12 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",478261
1/1/12 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",478466
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",485498
1/1/12 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",533300
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",544361
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",552522
1/1/12 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",569172
1/1/12 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",609758
1/1/12 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",641084
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",684421
1/1/12 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",705113
1/1/12 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",719609
1/1/12 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",829905
1/1/12 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1511773
1/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",1283
1/1/13 0:00,00 to 17,Male,High school or equivalent,"B: 5,000 to 9,999",1405
1/1/13 0:00,00 to 17,Male,No high school diploma,"E: 25,000 to 34,999",1435
1/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",1689
1/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",1956
1/1/13 0:00,00 to 17,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",2212
1/1/13 0:00,65 to 80+,Female,No high school diploma,"H: 75,000 and over",3026
1/1/13 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",3886
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","A: 0 to 4,999",4295
1/1/13 0:00,00 to 17,Female,"College, less than 4-yr degree","A: 0 to 4,999",4419
1/1/13 0:00,00 to 17,Male,No high school diploma,"C: 10,000 to 14,999",4907
1/1/13 0:00,00 to 17,Female,No high school diploma,"D: 15,000 to 24,999",5073
1/1/13 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",6336
1/1/13 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",7600
1/1/13 0:00,00 to 17,Female,High school or equivalent,"B: 5,000 to 9,999",8226
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",8493
1/1/13 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",8609
1/1/13 0:00,00 to 17,Female,High school or equivalent,"A: 0 to 4,999",8651
1/1/13 0:00,00 to 17,Female,No high school diploma,"C: 10,000 to 14,999",10299
1/1/13 0:00,65 to 80+,Female,No high school diploma,"E: 25,000 to 34,999",11131
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",13731
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"A: 0 to 4,999",13764
1/1/13 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",14929
1/1/13 0:00,18 to 64,Female,No high school diploma,"G: 50,000 to 74,999",15944
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",20412
1/1/13 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",21275
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",21398
1/1/13 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",21792
1/1/13 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",23400
1/1/13 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",24001
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",24761
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",26720
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",26962
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",29147
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",29427
1/1/13 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",30760
1/1/13 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",32602
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",33040
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",36333
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",38857
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",39607
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",40105
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",41378
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",43226
1/1/13 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",46652
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",48558
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",49614
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",49722
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",52529
1/1/13 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",52571
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",53241
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",56178
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",57827
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",58537
1/1/13 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",59541
1/1/13 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",61381
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",67986
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",70476
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",70534
1/1/13 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",70893
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",72542
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",74106
1/1/13 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",75138
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",85075
1/1/13 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",86281
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",86950
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",87412
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",88804
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",89569
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",90111
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",94383
1/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",94601
1/1/13 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",99143
1/1/13 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",102504
1/1/13 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",112400
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",112957
1/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",121937
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",122689
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",125136
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",125756
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",131819
1/1/13 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",134465
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",138459
1/1/13 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",150694
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",160795
1/1/13 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",163709
1/1/13 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",177955
1/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",181219
1/1/13 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",184943
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",194765
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",199405
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",200690
1/1/13 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",209881
1/1/13 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",221218
1/1/13 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",225537
1/1/13 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",229231
1/1/13 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",235147
1/1/13 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",238689
1/1/13 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",245728
1/1/13 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",248722
1/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",250033
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",252257
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",258589
1/1/13 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",258773
1/1/13 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",265604
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",282909
1/1/13 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",284092
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",287720
1/1/13 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",287918
1/1/13 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",293672
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",325064
1/1/13 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",334524
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",340393
1/1/13 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",348812
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",350595
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",356010
1/1/13 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",372961
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",380107
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",384072
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",399381
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",405494
1/1/13 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",425530
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",432793
1/1/13 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",438925
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",449846
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",453189
1/1/13 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",456199
1/1/13 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",466935
1/1/13 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",473160
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",473400
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",490899
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",497833
1/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",502982
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",510047
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",531822
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",599541
1/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",617513
1/1/13 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",637445
1/1/13 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",652219
1/1/13 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",660627
1/1/13 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",664769
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",675331
1/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",917079
1/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1643095
1/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",1356
1/1/14 0:00,00 to 17,Female,High school or equivalent,"B: 5,000 to 9,999",1583
1/1/14 0:00,00 to 17,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",1664
1/1/14 0:00,00 to 17,Male,High school or equivalent,"B: 5,000 to 9,999",2048
1/1/14 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",2058
1/1/14 0:00,65 to 80+,Male,No high school diploma,"H: 75,000 and over",2153
1/1/14 0:00,00 to 17,Female,High school or equivalent,"E: 25,000 to 34,999",2190
1/1/14 0:00,00 to 17,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",2471
1/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",2776
1/1/14 0:00,00 to 17,Female,High school or equivalent,"D: 15,000 to 24,999",3116
1/1/14 0:00,00 to 17,Female,No high school diploma,"G: 50,000 to 74,999",3265
1/1/14 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",3920
1/1/14 0:00,00 to 17,Male,High school or equivalent,"C: 10,000 to 14,999",4355
1/1/14 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",4666
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",7122
1/1/14 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",7261
1/1/14 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",8569
1/1/14 0:00,00 to 17,Male,No high school diploma,"C: 10,000 to 14,999",11857
1/1/14 0:00,00 to 17,Female,No high school diploma,"C: 10,000 to 14,999",13768
1/1/14 0:00,18 to 64,Female,No high school diploma,"G: 50,000 to 74,999",14635
1/1/14 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",15212
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",15423
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",15459
1/1/14 0:00,00 to 17,Male,High school or equivalent,"A: 0 to 4,999",15741
1/1/14 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",15795
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",19286
1/1/14 0:00,65 to 80+,Female,No high school diploma,"E: 25,000 to 34,999",23657
1/1/14 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",26380
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","A: 0 to 4,999",27344
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",28093
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"A: 0 to 4,999",28914
1/1/14 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",31263
1/1/14 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",32058
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",32604
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",34110
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",36180
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",36463
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",40307
1/1/14 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",40404
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",42633
