ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
516,female,married,3,52,Associate degree,"50,000 to 59,999",working as paid employee
517,male,married,4,27,Associate degree,"30,000 to 34,999",working as paid employee
517,female,married,4,29,Bachelor's degree,"30,000 to 34,999",working as paid employee
518,male,married,1,58,Master's degree,"50,000 to 59,999",working as paid employee
518,female,married,1,50,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - looking for work
519,male,married,1,34,"Some college, no degree","20,000 to 24,999",not working - disabled
519,female,married,1,32,"Some college, no degree","20,000 to 24,999",working as paid employee
520,male,married,1,36,Bachelor's degree,"60,000 to 74,999",working as paid employee
520,female,married,1,33,Bachelor's degree,"60,000 to 74,999",not working - other
521,male,partner,1,61,"Some college, no degree","75,000 to 84,999",working as paid employee
521,female,partner,1,59,"Some college, no degree","75,000 to 84,999",working as paid employee
522,male,married,1,38,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
522,female,married,1,41,Bachelor's degree,"85,000 to 99,999",not working - other
523,male,partner,2,33,Associate degree,"20,000 to 24,999",working as paid employee
523,female,partner,2,33,Bachelor's degree,"20,000 to 24,999",working as paid employee
524,male,married,1,48,7th or 8th grade,"40,000 to 49,999",working as paid employee
524,female,married,1,46,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
525,male,married,1,62,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - disabled
525,female,married,2,59,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - other
526,male,partner,2,49,Master's degree,"175,000 or more",working as paid employee
526,female,partner,2,39,Bachelor's degree,"175,000 or more",working as paid employee
527,male,married,1,54,Bachelor's degree,"150,000 to 174,999",working as paid employee
527,female,married,1,55,Master's degree,"150,000 to 174,999",working as paid employee
528,male,married,1,40,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
528,female,married,2,40,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - on a temporary layoff from a job
529,male,married,1,36,Associate degree,"75,000 to 84,999",working as paid employee
529,female,married,1,30,Associate degree,"75,000 to 84,999",not working - other
530,male,married,1,51,Bachelor's degree,"85,000 to 99,999","working, self-employed"
530,female,married,1,46,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
531,male,married,1,49,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
531,female,married,2,49,Bachelor's degree,"75,000 to 84,999",working as paid employee
532,male,married,1,41,Master's degree,"25,000 to 29,999",not working - other
532,female,married,2,41,Associate degree,"25,000 to 29,999",not working - other
533,male,partner,1,57,"Some college, no degree","40,000 to 49,999",not working - disabled
533,female,partner,1,53,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - disabled
534,male,married,1,30,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
534,female,married,1,26,"Some college, no degree","100,000 to 124,999","working, self-employed"
535,male,partner,2,39,5th or 6th grade,"30,000 to 34,999",working as paid employee
535,female,partner,2,40,Associate degree,"30,000 to 34,999","working, self-employed"
536,male,married,1,38,"Some college, no degree","7,500 to 9,999",not working - disabled
536,female,married,1,38,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999",not working - other
537,male,married,2,34,Master's degree,"100,000 to 124,999",working as paid employee
537,female,married,2,33,Bachelor's degree,"100,000 to 124,999",working as paid employee
538,male,married,1,63,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
538,female,married,1,56,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
539,male,married,1,64,Bachelor's degree,"60,000 to 74,999",working as paid employee
539,female,married,2,63,"Some college, no degree","60,000 to 74,999",not working - retired
540,male,married,1,61,Master's degree,"125,000 to 149,999",working as paid employee
540,female,married,1,60,"Some college, no degree","125,000 to 149,999",working as paid employee
541,male,married,2,47,Bachelor's degree,"100,000 to 124,999",working as paid employee
541,female,married,1,44,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",not working - looking for work
542,male,partner,1,39,"Some college, no degree","40,000 to 49,999",working as paid employee
542,female,partner,1,31,Associate degree,"40,000 to 49,999",not working - other
543,male,married,2,44,Associate degree,"40,000 to 49,999",not working - other
543,female,married,1,42,Associate degree,"40,000 to 49,999",not working - disabled
544,male,married,1,49,Associate degree,"25,000 to 29,999",working as paid employee
544,female,married,2,45,"Some college, no degree","25,000 to 29,999",working as paid employee
545,male,married,1,53,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
545,female,married,1,53,"Some college, no degree","85,000 to 99,999",working as paid employee
546,male,married,1,43,"Some college, no degree","75,000 to 84,999",working as paid employee
546,female,married,1,40,Bachelor's degree,"75,000 to 84,999",working as paid employee
547,male,married,1,30,"Some college, no degree","25,000 to 29,999",working as paid employee
547,female,married,1,26,Bachelor's degree,"25,000 to 29,999",not working - other
548,male,married,1,59,Bachelor's degree,"125,000 to 149,999",not working - retired
548,female,married,4,56,Master's degree,"125,000 to 149,999",not working - retired
549,male,married,2,59,Bachelor's degree,"40,000 to 49,999",working as paid employee
549,female,married,1,58,Associate degree,"40,000 to 49,999","working, self-employed"
550,male,married,1,53,Associate degree,"35,000 to 39,999","working, self-employed"
550,female,married,1,54,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - other
551,male,married,1,48,Professional or doctorate degree,"125,000 to 149,999","working, self-employed"
551,female,married,2,50,Professional or doctorate degree,"125,000 to 149,999","working, self-employed"
552,male,married,1,54,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - disabled
552,female,married,1,51,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - disabled
553,male,married,1,52,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
553,female,married,1,50,"Some college, no degree","60,000 to 74,999",working as paid employee
554,male,married,5,44,Bachelor's degree,"150,000 to 174,999",working as paid employee
554,female,married,2,42,Bachelor's degree,"150,000 to 174,999",working as paid employee
555,male,married,1,42,Professional or doctorate degree,"175,000 or more",working as paid employee
555,female,married,1,45,Professional or doctorate degree,"175,000 or more",not working - other
556,male,married,2,40,"Some college, no degree","100,000 to 124,999",working as paid employee
556,female,married,2,42,Associate degree,"100,000 to 124,999",working as paid employee
557,male,married,1,33,Associate degree,"30,000 to 34,999",not working - on a temporary layoff from a job
557,female,married,2,32,"Some college, no degree","30,000 to 34,999",working as paid employee
558,male,married,1,53,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
558,female,married,1,61,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
559,male,married,1,51,Bachelor's degree,"125,000 to 149,999",working as paid employee
559,female,married,1,44,Professional or doctorate degree,"125,000 to 149,999",working as paid employee
560,male,partner,3,52,Master's degree,"125,000 to 149,999","working, self-employed"
560,female,partner,2,45,Bachelor's degree,"125,000 to 149,999",working as paid employee
561,male,married,1,42,High school graduate - diploma or the equivalent (GED),"150,000 to 174,999","working, self-employed"
561,female,married,1,36,Bachelor's degree,"150,000 to 174,999","working, self-employed"
562,male,married,2,48,"Some college, no degree","75,000 to 84,999","working, self-employed"
562,female,married,2,50,Master's degree,"75,000 to 84,999",working as paid employee
563,male,married,1,63,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499",not working - retired
563,female,married,1,60,11th grade,"10,000 to 12,499",not working - retired
564,male,married,1,50,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - retired
564,female,married,1,55,Associate degree,"20,000 to 24,999",working as paid employee
565,male,married,1,37,"Some college, no degree","85,000 to 99,999",not working - other
565,female,married,1,34,"Some college, no degree","85,000 to 99,999",working as paid employee
566,male,married,2,54,Bachelor's degree,"60,000 to 74,999",working as paid employee
566,female,married,1,48,"Some college, no degree","60,000 to 74,999",working as paid employee
567,male,married,1,50,9th grade,"Less than 5,000",not working - other
567,female,married,1,52,"Some college, no degree","Less than 5,000",not working - looking for work
568,male,married,2,52,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
568,female,married,2,52,Professional or doctorate degree,"50,000 to 59,999","working, self-employed"
569,male,married,1,53,Bachelor's degree,"85,000 to 99,999","working, self-employed"
569,female,married,2,56,Master's degree,"85,000 to 99,999",not working - looking for work
570,male,married,2,64,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - retired
570,female,married,2,64,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - retired
571,male,married,1,43,Master's degree,"125,000 to 149,999",not working - looking for work
571,female,married,1,33,Bachelor's degree,"125,000 to 149,999",working as paid employee
572,male,married,1,63,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
572,female,married,1,61,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - retired
573,male,married,1,57,12th grade no diploma,"175,000 or more",working as paid employee
573,female,married,1,58,Master's degree,"175,000 or more",not working - looking for work
574,male,married,1,59,Associate degree,"125,000 to 149,999",working as paid employee
574,female,married,2,60,Bachelor's degree,"125,000 to 149,999",working as paid employee
575,male,partner,1,29,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
575,female,partner,1,25,"Some college, no degree","35,000 to 39,999",working as paid employee
576,male,married,1,48,Bachelor's degree,"100,000 to 124,999","working, self-employed"
576,female,married,2,46,Bachelor's degree,"100,000 to 124,999","working, self-employed"
577,male,married,1,40,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
577,female,married,1,45,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - on a temporary layoff from a job
578,male,married,2,34,Bachelor's degree,"75,000 to 84,999",working as paid employee
578,female,married,1,30,Master's degree,"75,000 to 84,999",working as paid employee
579,male,married,1,48,Bachelor's degree,"85,000 to 99,999",working as paid employee
579,female,married,1,43,Associate degree,"85,000 to 99,999",not working - other
580,male,married,2,32,"Some college, no degree","60,000 to 74,999",working as paid employee
580,female,married,1,33,Bachelor's degree,"60,000 to 74,999",working as paid employee
581,male,married,1,47,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
581,female,married,1,46,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
582,male,married,2,44,Bachelor's degree,"30,000 to 34,999",working as paid employee
582,female,married,1,42,Associate degree,"30,000 to 34,999",not working - on a temporary layoff from a job
583,male,married,4,43,Professional or doctorate degree,"100,000 to 124,999",working as paid employee
583,female,married,1,41,"Some college, no degree","100,000 to 124,999",working as paid employee
584,male,married,1,58,Professional or doctorate degree,"100,000 to 124,999",not working - retired
584,female,married,1,57,Master's degree,"100,000 to 124,999",not working - retired
585,male,married,1,32,Master's degree,"85,000 to 99,999",working as paid employee
585,female,married,1,32,Bachelor's degree,"85,000 to 99,999",not working - other
586,male,married,1,40,Master's degree,"50,000 to 59,999",not working - other
586,female,married,1,38,Bachelor's degree,"50,000 to 59,999",working as paid employee
587,male,married,1,22,11th grade,"25,000 to 29,999",working as paid employee
587,female,married,1,22,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
588,male,married,2,37,Master's degree,"60,000 to 74,999",not working - on a temporary layoff from a job
588,female,married,1,37,"Some college, no degree","60,000 to 74,999","working, self-employed"
589,male,married,1,40,"Some college, no degree","50,000 to 59,999",working as paid employee
589,female,married,1,30,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - other
590,male,married,3,34,12th grade no diploma,"20,000 to 24,999","working, self-employed"
590,female,married,2,41,"Some college, no degree","20,000 to 24,999",not working - other
591,male,married,1,46,12th grade no diploma,"60,000 to 74,999",not working - disabled
591,female,married,2,51,Bachelor's degree,"60,000 to 74,999",working as paid employee
592,male,married,2,30,"Some college, no degree","40,000 to 49,999",working as paid employee
592,female,married,2,35,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - looking for work
593,male,partner,1,36,11th grade,"20,000 to 24,999",not working - disabled
593,female,partner,1,39,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - other
594,male,married,1,41,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
594,female,married,2,46,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - looking for work
595,male,married,2,41,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
595,female,married,2,46,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - other
596,male,married,1,59,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",not working - retired
596,female,married,1,52,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",not working - retired
597,male,married,1,48,"Some college, no degree","100,000 to 124,999",working as paid employee
597,female,married,1,48,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
598,male,partner,1,35,Bachelor's degree,"75,000 to 84,999",working as paid employee
598,female,partner,1,35,Bachelor's degree,"75,000 to 84,999",working as paid employee
599,male,married,1,27,Master's degree,"100,000 to 124,999",working as paid employee
599,female,married,1,27,Bachelor's degree,"100,000 to 124,999",working as paid employee
600,male,married,1,54,10th grade,"7,500 to 9,999","working, self-employed"
600,female,married,2,50,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999",not working - looking for work
601,male,married,1,54,Bachelor's degree,"60,000 to 74,999",working as paid employee
601,female,married,1,53,"Some college, no degree","60,000 to 74,999",working as paid employee
602,male,married,2,51,Bachelor's degree,"150,000 to 174,999","working, self-employed"
602,female,married,1,49,Master's degree,"150,000 to 174,999",working as paid employee
603,male,married,1,60,Bachelor's degree,"175,000 or more",working as paid employee
603,female,married,2,53,Associate degree,"175,000 or more",not working - other
604,male,married,1,45,Bachelor's degree,"85,000 to 99,999",working as paid employee
604,female,married,2,41,"Some college, no degree","85,000 to 99,999",not working - other
605,male,partner,2,44,Bachelor's degree,"85,000 to 99,999",working as paid employee
605,female,partner,1,47,Master's degree,"85,000 to 99,999",working as paid employee
606,male,married,1,50,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
606,female,married,1,47,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
607,male,married,1,58,Bachelor's degree,"60,000 to 74,999",working as paid employee
607,female,married,1,51,"Some college, no degree","60,000 to 74,999",working as paid employee
608,male,married,1,33,"Some college, no degree","60,000 to 74,999",working as paid employee
608,female,married,2,30,"Some college, no degree","60,000 to 74,999",not working - other
609,male,married,1,33,Bachelor's degree,"25,000 to 29,999",working as paid employee
609,female,married,1,31,Bachelor's degree,"25,000 to 29,999",not working - other
610,male,married,1,47,Associate degree,"25,000 to 29,999","working, self-employed"
610,female,married,2,42,"Some college, no degree","25,000 to 29,999",working as paid employee
611,male,married,1,39,Associate degree,"60,000 to 74,999",working as paid employee
611,female,married,1,43,Associate degree,"60,000 to 74,999",not working - other
612,male,married,1,55,Associate degree,"75,000 to 84,999",working as paid employee
612,female,married,2,54,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - other
613,male,married,1,60,Bachelor's degree,"150,000 to 174,999",working as paid employee
613,female,married,1,61,"Some college, no degree","150,000 to 174,999",not working - retired
614,male,married,1,35,Bachelor's degree,"100,000 to 124,999",working as paid employee
614,female,married,1,29,Bachelor's degree,"100,000 to 124,999",working as paid employee
615,male,married,1,56,Professional or doctorate degree,"175,000 or more",working as paid employee
615,female,married,3,54,Professional or doctorate degree,"175,000 or more",working as paid employee
616,male,married,1,41,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999","working, self-employed"
616,female,married,2,47,Bachelor's degree,"75,000 to 84,999","working, self-employed"
617,male,married,1,62,"Some college, no degree","60,000 to 74,999",working as paid employee
617,female,married,1,61,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - disabled
618,male,married,1,62,"Some college, no degree","35,000 to 39,999","working, self-employed"
618,female,married,1,61,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - other
619,male,married,1,40,10th grade,"12,500 to 14,999",not working - disabled
619,female,married,1,43,10th grade,"12,500 to 14,999",working as paid employee
620,male,married,1,50,Associate degree,"75,000 to 84,999",not working - retired
620,female,married,1,44,Associate degree,"75,000 to 84,999",working as paid employee
621,male,married,1,29,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",working as paid employee
621,female,married,1,30,"Some college, no degree","20,000 to 24,999",not working - other
622,male,married,1,61,Associate degree,"60,000 to 74,999",not working - retired
622,female,married,2,58,"Some college, no degree","60,000 to 74,999",not working - retired
623,male,married,3,64,"Some college, no degree","100,000 to 124,999",working as paid employee
623,female,married,2,63,Bachelor's degree,"100,000 to 124,999",not working - retired
624,male,married,1,34,Bachelor's degree,"125,000 to 149,999",working as paid employee
624,female,married,1,35,Master's degree,"125,000 to 149,999",working as paid employee
625,male,married,1,33,Bachelor's degree,"125,000 to 149,999",working as paid employee
625,female,married,1,35,Bachelor's degree,"125,000 to 149,999",working as paid employee
626,male,married,1,30,"Some college, no degree","15,000 to 19,999",not working - other
626,female,married,1,25,"Some college, no degree","15,000 to 19,999",not working - other
627,male,married,1,58,7th or 8th grade,"10,000 to 12,499",not working - disabled
627,female,married,1,63,7th or 8th grade,"10,000 to 12,499",not working - disabled
628,male,married,2,38,Bachelor's degree,"150,000 to 174,999","working, self-employed"
628,female,married,1,39,Bachelor's degree,"150,000 to 174,999",working as paid employee
629,male,married,1,57,"Some college, no degree","150,000 to 174,999","working, self-employed"
629,female,married,1,52,Professional or doctorate degree,"150,000 to 174,999",working as paid employee
630,male,married,3,59,"Some college, no degree","40,000 to 49,999",not working - disabled
630,female,married,2,55,Associate degree,"40,000 to 49,999",working as paid employee
631,male,partner,1,50,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
631,female,partner,1,42,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
632,male,married,1,36,Associate degree,"25,000 to 29,999",working as paid employee
632,female,married,1,34,"Some college, no degree","25,000 to 29,999",not working - other
633,male,married,1,61,12th grade no diploma,"15,000 to 19,999",not working - disabled
633,female,married,1,53,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - on a temporary layoff from a job
634,male,married,2,56,"Some college, no degree","85,000 to 99,999","working, self-employed"
634,female,married,1,51,Associate degree,"85,000 to 99,999",working as paid employee
635,male,married,2,55,Professional or doctorate degree,"100,000 to 124,999",working as paid employee
635,female,married,3,48,Bachelor's degree,"100,000 to 124,999",not working - other
636,male,married,2,41,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999","working, self-employed"
636,female,married,1,38,10th grade,"7,500 to 9,999",not working - looking for work
637,male,married,1,58,"Some college, no degree","40,000 to 49,999",working as paid employee
637,female,married,1,55,Bachelor's degree,"40,000 to 49,999",working as paid employee
638,male,married,2,40,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
638,female,married,2,44,"Some college, no degree","85,000 to 99,999",working as paid employee
639,male,married,2,53,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - retired
639,female,married,2,45,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
640,male,married,2,55,Associate degree,"75,000 to 84,999","working, self-employed"
640,female,married,2,53,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
641,male,married,2,52,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - other
641,female,married,2,48,Bachelor's degree,"60,000 to 74,999",working as paid employee
642,male,married,2,54,"Some college, no degree","85,000 to 99,999",working as paid employee
642,female,married,2,53,"Some college, no degree","85,000 to 99,999",working as paid employee
643,male,married,2,43,Bachelor's degree,"100,000 to 124,999",working as paid employee
643,female,married,1,38,"Some college, no degree","100,000 to 124,999",not working - other
644,male,married,1,40,Bachelor's degree,"150,000 to 174,999",working as paid employee
644,female,married,1,44,Master's degree,"150,000 to 174,999",working as paid employee
645,male,married,1,31,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
645,female,married,1,30,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - other
646,male,partner,1,26,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - other
646,female,partner,2,29,"Some college, no degree","15,000 to 19,999",working as paid employee
647,male,married,1,36,Bachelor's degree,"40,000 to 49,999",working as paid employee
647,female,married,1,36,Bachelor's degree,"40,000 to 49,999",not working - other
648,male,married,1,40,Bachelor's degree,"100,000 to 124,999",working as paid employee
648,female,married,1,33,Master's degree,"100,000 to 124,999",working as paid employee
649,male,married,1,27,Bachelor's degree,"60,000 to 74,999",working as paid employee
649,female,married,1,27,Bachelor's degree,"60,000 to 74,999",working as paid employee
650,male,married,1,36,11th grade,"40,000 to 49,999",working as paid employee
650,female,married,2,35,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - other
651,male,married,1,42,Master's degree,"50,000 to 59,999",working as paid employee
651,female,married,1,41,"Some college, no degree","50,000 to 59,999",not working - other
652,male,married,2,34,"Some college, no degree","85,000 to 99,999",not working - on a temporary layoff from a job
652,female,married,2,28,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
653,male,married,1,34,Professional or doctorate degree,"175,000 or more",working as paid employee
653,female,married,3,35,"Some college, no degree","175,000 or more",not working - other
654,male,married,2,44,Bachelor's degree,"85,000 to 99,999",working as paid employee
654,female,married,2,36,Bachelor's degree,"85,000 to 99,999",not working - other
655,male,married,2,62,Bachelor's degree,"30,000 to 34,999",not working - retired
655,female,married,2,57,"Some college, no degree","30,000 to 34,999",not working - disabled
656,male,married,5,27,"Some college, no degree","60,000 to 74,999",working as paid employee
656,female,married,5,28,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
657,male,married,3,62,Associate degree,"40,000 to 49,999",not working - looking for work
657,female,married,4,61,7th or 8th grade,"40,000 to 49,999",not working - other
658,male,married,2,41,Associate degree,"85,000 to 99,999",working as paid employee
658,female,married,2,37,"Some college, no degree","85,000 to 99,999",not working - other
659,male,married,1,60,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
659,female,married,1,59,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
660,male,married,1,43,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499","working, self-employed"
660,female,married,1,40,"Some college, no degree","10,000 to 12,499",not working - other
661,male,partner,4,40,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - other
661,female,partner,4,39,"Some college, no degree","35,000 to 39,999",working as paid employee
662,male,married,1,48,12th grade no diploma,"60,000 to 74,999",not working - looking for work
662,female,married,1,46,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - other
663,male,married,2,42,"Some college, no degree","30,000 to 34,999",working as paid employee
663,female,married,2,43,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999","working, self-employed"
664,male,married,2,49,"Some college, no degree","75,000 to 84,999",working as paid employee
664,female,married,2,45,Master's degree,"75,000 to 84,999",not working - other
665,male,married,1,23,"Some college, no degree","10,000 to 12,499",not working - looking for work
665,female,married,1,23,"Some college, no degree","10,000 to 12,499",working as paid employee
666,male,married,1,26,Master's degree,"60,000 to 74,999",working as paid employee
666,female,married,1,26,Bachelor's degree,"60,000 to 74,999",working as paid employee
667,male,married,1,49,Bachelor's degree,"85,000 to 99,999",working as paid employee
667,female,married,1,50,Master's degree,"85,000 to 99,999",working as paid employee
668,male,partner,3,47,7th or 8th grade,"Less than 5,000","working, self-employed"
668,female,partner,1,48,11th grade,"Less than 5,000",working as paid employee
669,male,married,1,56,12th grade no diploma,"35,000 to 39,999",working as paid employee
669,female,married,4,60,Associate degree,"35,000 to 39,999",not working - disabled
670,male,married,1,37,"Some college, no degree","85,000 to 99,999",working as paid employee
670,female,married,1,37,Associate degree,"85,000 to 99,999",working as paid employee
671,male,partner,2,31,11th grade,"25,000 to 29,999",not working - looking for work
671,female,partner,3,26,"Some college, no degree","25,000 to 29,999",working as paid employee
672,male,married,2,25,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
672,female,married,2,25,"Some college, no degree","60,000 to 74,999",working as paid employee
673,male,married,1,40,Associate degree,"50,000 to 59,999",working as paid employee
673,female,married,1,39,Associate degree,"50,000 to 59,999",not working - looking for work
674,male,married,1,28,Master's degree,"35,000 to 39,999",working as paid employee
674,female,married,1,27,Bachelor's degree,"35,000 to 39,999","working, self-employed"
675,male,married,1,44,Master's degree,"100,000 to 124,999",working as paid employee
675,female,married,2,43,Master's degree,"100,000 to 124,999",working as paid employee
676,male,married,1,63,"Some college, no degree","75,000 to 84,999",working as paid employee
676,female,married,1,62,"Some college, no degree","75,000 to 84,999",working as paid employee
677,male,partner,1,54,"Some college, no degree","35,000 to 39,999",working as paid employee
677,female,partner,2,44,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
678,male,married,1,29,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
678,female,married,1,29,"Some college, no degree","25,000 to 29,999",working as paid employee
679,male,married,1,32,Bachelor's degree,"75,000 to 84,999",working as paid employee
679,female,married,1,34,Bachelor's degree,"75,000 to 84,999",working as paid employee
680,male,married,3,34,"Some college, no degree","100,000 to 124,999",working as paid employee
680,female,married,4,28,Associate degree,"100,000 to 124,999",not working - other
681,male,married,2,31,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - looking for work
681,female,married,2,31,"Some college, no degree","35,000 to 39,999",not working - other
682,male,married,1,45,"Some college, no degree","100,000 to 124,999",working as paid employee
682,female,married,1,41,Bachelor's degree,"100,000 to 124,999",working as paid employee
683,male,married,1,63,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999","working, self-employed"
683,female,married,1,62,11th grade,"50,000 to 59,999",working as paid employee
684,male,married,2,58,"Some college, no degree","60,000 to 74,999","working, self-employed"
684,female,married,1,57,"Some college, no degree","60,000 to 74,999",not working - looking for work
685,male,married,2,54,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999","working, self-employed"
685,female,married,2,54,Master's degree,"85,000 to 99,999","working, self-employed"
686,male,married,3,58,"Some college, no degree","10,000 to 12,499",not working - other
686,female,married,2,56,"Some college, no degree","10,000 to 12,499",not working - other
687,male,married,1,63,Master's degree,"60,000 to 74,999",not working - retired
687,female,married,1,60,Master's degree,"60,000 to 74,999",not working - retired
688,male,married,1,63,Master's degree,"175,000 or more",working as paid employee
688,female,married,1,59,Bachelor's degree,"175,000 or more",not working - retired
689,male,married,1,60,Bachelor's degree,"175,000 or more",not working - retired
689,female,married,1,61,Master's degree,"175,000 or more",not working - retired
690,male,married,1,28,Master's degree,"40,000 to 49,999",working as paid employee
690,female,married,1,23,"Some college, no degree","40,000 to 49,999",not working - other
691,male,partner,1,49,10th grade,"20,000 to 24,999",not working - disabled
691,female,partner,2,43,"Some college, no degree","20,000 to 24,999",not working - disabled
692,male,married,1,41,"Some college, no degree","100,000 to 124,999",working as paid employee
692,female,married,1,37,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
693,male,married,1,54,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",not working - looking for work
693,female,married,2,57,"Some college, no degree","25,000 to 29,999",not working - retired
696,male,married,1,28,Professional or doctorate degree,"75,000 to 84,999",working as paid employee
696,female,married,2,30,Bachelor's degree,"75,000 to 84,999",not working - other
697,male,married,1,30,Associate degree,"60,000 to 74,999",working as paid employee
697,female,married,1,23,"Some college, no degree","60,000 to 74,999","working, self-employed"
698,male,partner,2,30,"Some college, no degree","50,000 to 59,999",not working - on a temporary layoff from a job
698,female,partner,1,26,Associate degree,"50,000 to 59,999",working as paid employee
699,male,married,1,34,Professional or doctorate degree,"85,000 to 99,999",working as paid employee
699,female,married,3,27,Master's degree,"85,000 to 99,999",not working - looking for work
700,male,married,1,58,"Some college, no degree","50,000 to 59,999",not working - looking for work
700,female,married,1,57,Associate degree,"50,000 to 59,999",working as paid employee
