Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1288,0902105010,070,RM,80,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,680,680,GasA,Fa,N,SBrkr,680,680,0,1360,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1910,Unf,1,330,Fa,TA,Y,192,50,0,0,0,0,NA,NA,NA,0,1,2008,WD ,Normal,111000
1289,0902105020,050,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,NA,MnPrv,Shed,1150,6,2008,WD ,Normal,256000
1290,0902105130,030,RM,60,4800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1950,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD ,Normal,64000
1291,0902107030,075,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,1,1,4,1,Gd,7,Typ,0,NA,Detchd,1915,Unf,1,308,Fa,Fa,N,0,0,248,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,139500
1292,0902109080,190,RM,63,11426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,828,828,GasA,Gd,Y,FuseA,828,658,108,1594,0,0,2,0,3,2,TA,9,Typ,0,NA,NA,,NA,0,0,NA,NA,N,0,172,109,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,118000
1293,0902109110,050,RM,63,11426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,GasA,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,NA,Detchd,2003,Unf,2,484,TA,TA,N,280,238,0,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,200000
1294,0902109120,050,RM,63,7628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,801,801,GasA,Gd,Y,FuseA,1095,561,0,1656,0,0,2,0,2,1,TA,8,Mod,0,NA,Detchd,1958,Unf,2,440,TA,TA,Y,187,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,119164
1295,0902109160,050,RM,81,7308,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,BrkTil,TA,TA,No,Rec,360,Unf,0,576,936,GasA,Gd,N,FuseA,960,780,0,1740,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920,Unf,1,225,Fa,Fa,N,0,0,236,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,122250
1296,0902128075,030,RM,60,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,931,931,GasA,TA,Y,SBrkr,1027,0,0,1027,0,1,1,0,2,1,Gd,5,Typ,1,TA,NA,,NA,0,0,NA,NA,N,0,28,0,0,0,0,NA,NA,NA,0,2,2008,WD ,Normal,120000
1297,0902128150,190,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,590,Unf,0,294,884,GasA,TA,Y,SBrkr,884,552,0,1436,0,0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1940,Unf,2,828,TA,TA,Y,0,0,126,0,0,0,NA,NA,NA,0,5,2008,Con,Normal,155000
1298,0902134100,030,RM,60,6756,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Gd,No,Unf,0,Unf,0,481,481,GasA,TA,N,FuseA,899,0,0,899,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1930,Unf,1,200,Fa,TA,P,0,0,96,0,0,0,NA,NA,NA,0,9,2008,WD ,Normal,78000
1299,0902136110,050,RM,44,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,396,0,1080,0,0,1,0,3,1,Gd,5,Typ,0,NA,NA,,NA,0,0,NA,NA,N,0,165,30,0,0,0,NA,NA,NA,0,9,2008,WD ,Normal,95000
1300,0902201120,020,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD ,Partial,115000
1301,0902201140,020,RM,100,12000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,NA,Attchd,1948,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,NA,GdWo,NA,0,5,2008,WD ,Normal,147000
1302,0902202090,050,RM,75,9000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,459,904,GasA,Ex,Y,FuseA,904,595,0,1499,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1959,Unf,3,869,TA,Gd,Y,0,20,0,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,140000
1303,0902205070,020,RM,62,7311,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,407,407,GasA,TA,N,FuseA,407,0,0,407,0,0,1,0,1,1,TA,3,Typ,0,NA,Detchd,1949,Unf,1,297,Fa,TA,Y,76,0,120,0,0,0,NA,NA,NA,0,3,2008,WD ,Abnorml,46500
1304,0902205090,020,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,Y,FuseA,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1957,Fin,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,112500
1305,0902205140,020,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1954,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2008,WD ,Normal,107900
1306,0902207120,020,RM,103,12205,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,448,448,GasA,Gd,Y,SBrkr,1588,0,0,1588,0,0,2,0,5,1,TA,6,Maj2,0,NA,NA,,NA,0,0,NA,NA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2008,WD ,Abnorml,65000
1307,0902207220,075,RM,87,18386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,1470,GasA,Ex,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003,Unf,3,870,TA,TA,Y,302,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,295000
1308,0902300110,190,RM,69,9142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Fa,TA,No,Unf,0,Unf,0,797,797,GasA,TA,N,FuseA,830,797,0,1627,0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1950,Unf,2,420,Fa,Po,N,192,0,60,0,0,0,NA,NA,NA,0,2,2008,WD ,Normal,139500
1309,0902300215,050,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,153900
1310,0902300260,075,RM,53,5350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,116,Unf,0,508,624,GasA,Ex,Y,SBrkr,730,720,0,1450,0,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1935,Unf,1,288,TA,TA,Y,0,192,0,0,0,0,NA,MnPrv,NA,0,3,2008,WD ,Normal,132000
1311,0902301140,070,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1916,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,NA,NA,NA,0,5,2008,COD,Abnorml,98000
1312,0902301150,050,RM,69,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,346,346,GasA,Ex,Y,SBrkr,709,308,0,1017,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1961,Unf,1,308,TA,TA,N,0,0,139,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,114000
1313,0902304060,190,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,234,Unf,0,739,973,GasA,TA,Y,FuseP,1377,973,0,2350,0,0,2,0,4,2,TA,10,Typ,0,NA,2Types,1930,Unf,2,393,TA,TA,Y,0,0,219,0,0,0,NA,NA,NA,0,4,2008,WD ,Normal,130000
1314,0902305080,075,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,NA,NA,NA,0,4,2008,WD ,Normal,129500
1315,0902306120,070,RM,60,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,572,572,GasA,Ex,Y,SBrkr,884,656,0,1540,0,0,1,1,3,1,Gd,7,Typ,0,NA,NA,,NA,0,0,NA,NA,N,240,77,0,0,0,0,NA,NA,NA,0,2,2008,WD ,Normal,129400
1316,0902306130,070,RM,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928,Unf,2,360,TA,TA,N,0,0,116,0,0,0,NA,NA,NA,0,10,2008,WD ,Normal,161000
1317,0902326060,190,RM,60,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,482,482,GasA,Ex,N,SBrkr,1221,691,0,1912,0,0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003,Unf,2,672,Gd,TA,Y,0,25,212,0,0,0,NA,NA,NA,0,4,2008,WD ,Normal,163000
1318,0902328040,075,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,,NA,0,0,NA,NA,Y,0,291,134,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,128000
1319,0902330010,070,RM,50,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,684,OthW,Fa,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,TA,8,Typ,0,NA,NA,,NA,0,0,NA,NA,Y,0,54,20,0,0,0,NA,NA,NA,0,12,2008,WD ,Normal,122000
1320,0902401010,050,RM,,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,NA,NA,NA,0,8,2008,WD ,Normal,116900
1321,0902401120,075,RM,75,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,325000
1322,0902402260,070,RM,60,11340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0,Unf,0,723,723,GasA,TA,N,SBrkr,723,363,0,1086,0,0,1,0,2,1,TA,5,Maj1,0,NA,Detchd,1920,Unf,2,400,Fa,Po,N,0,24,144,0,0,0,NA,NA,NA,0,11,2008,ConLD,Normal,55000
1323,0902405070,070,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1313,1313,GasW,Gd,Y,SBrkr,1313,1182,0,2495,0,0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950,Unf,2,342,TA,Fa,Y,0,299,0,0,0,0,NA,NA,NA,0,12,2008,WD ,Normal,184000
1324,0902406020,020,RM,65,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164,TA,TA,CBlock,TA,TA,No,Rec,200,Unf,0,784,984,GasA,Gd,Y,SBrkr,984,0,0,984,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1959,Unf,1,308,TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,Normal,110000
1325,0902406090,050,RM,81,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,1954,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD ,Normal,131500
1326,0902427045,020,RM,70,12702,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,PConc,NA,NA,NA,NA,0,NA,0,0,0,GasA,Gd,Y,FuseA,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1956,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,12,2008,WD ,Normal,97000
1327,0902427150,020,RM,52,8516,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,869,869,GasA,TA,Y,SBrkr,1093,0,0,1093,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1959,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,115500
1328,0903201030,030,RL,55,7111,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406,BLQ,273,329,1008,GasA,TA,Y,SBrkr,1143,0,0,1143,0,0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992,Unf,1,288,TA,TA,Y,265,0,0,0,0,0,NA,GdPrv,NA,0,7,2008,WD ,Normal,138000
1329,0903204010,050,RM,,7425,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Unf,0,Unf,0,672,672,GasA,Gd,Y,SBrkr,1195,473,0,1668,0,0,1,1,3,1,Gd,8,Typ,0,NA,Attchd,1945,Unf,1,252,TA,TA,Y,210,0,0,0,0,0,NA,NA,NA,0,8,2008,WD ,Abnorml,108000
1330,0903204095,040,RM,50,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,742,742,GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,1,308,TA,TA,P,0,0,0,0,0,0,NA,NA,Shed,600,8,2008,WD ,Normal,79500
1331,0903206070,050,RL,,7010,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,175,Unf,0,849,1024,GasA,TA,Y,SBrkr,1144,594,0,1738,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,1,240,TA,TA,P,0,30,0,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,153000
1332,0903225050,045,RM,50,6130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,NA,NA,,NA,0,0,NA,NA,Y,0,0,116,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,109500
1333,0903225140,050,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,600,Unf,0,72,672,GasA,Ex,Y,SBrkr,832,378,0,1210,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1941,Unf,1,240,TA,TA,P,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,124000
1334,0903225160,070,RM,59,5870,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,554,554,GasA,Ex,Y,SBrkr,736,554,0,1290,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1926,Unf,1,200,Fa,TA,Y,38,112,0,0,0,0,NA,MnPrv,Shed,400,4,2008,WD ,Normal,106900
1335,0903226060,050,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,521,Unf,0,460,981,GasA,Ex,Y,SBrkr,1014,658,0,1672,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940,Unf,1,240,TA,TA,Y,0,11,0,0,0,0,NA,GdPrv,NA,0,7,2008,WD ,Normal,164900
1336,0903226150,030,RM,50,6000,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,949,949,GasA,Ex,Y,SBrkr,949,0,0,949,0,0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1924,Unf,2,370,TA,TA,Y,0,0,48,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,119000
1337,0903227080,050,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,862,862,GasA,TA,Y,SBrkr,950,208,0,1158,0,0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1929,RFn,1,208,TA,TA,Y,0,0,112,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,120000
1338,0903228040,050,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,201,LwQ,162,462,825,GasA,Ex,Y,SBrkr,825,672,0,1497,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,2004,Unf,1,672,TA,TA,Y,272,0,0,0,0,0,NA,GdPrv,NA,0,5,2008,WD ,Normal,157000
